backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,seed,strategy,total_params,trainable_params,weight_decay,id,name,best_train_next_remaining_time_loss,_runtime,train_next_activity_acc,best_train_next_activity_loss,train_next_time_to_next_event_loss,_timestamp,_wandb.runtime,train_next_activity_loss,best_train_next_time_to_next_event_loss,_step,best_test_next_remaining_time_loss,test_next_activity_acc,train_next_remaining_time_loss,best_train_next_activity_acc,test_next_remaining_time_loss,test_next_time_to_next_event_loss,best_test_next_activity_acc,test_next_activity_loss,best_test_next_activity_loss,best_test_next_time_to_next_event_loss,few_shot_k
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1315749922,50526242,0.1,87ysy3zd,jolly-music-80,0.6151122139411026,121.554089935,0.846629213483146,0.49348085824023474,0.6023010471786899,1763425299.8153555,121,0.49348085824023474,0.6023010471786899,9,0.9738217704130872,0.6455445544554456,0.6151122139411026,0.846629213483146,1.142497504772526,1.4120134164791296,0.6552475247524753,0.9409188543451896,0.9409188543451896,1.0084499110797844,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1315749922,50526242,0.1,ip4zhk4c,stellar-forest-81,0.6941407146525294,121.697390858,0.7279026217228465,0.9514364435431664,0.7302829239029116,1763425434.2338915,121,0.9514364435431664,0.7302829239029116,9,1.0623328634771971,0.45564356435643566,0.6941407146525294,0.7279026217228465,1.0677791665332153,1.2027675525740822,0.520990099009901,1.9692996584070792,1.6839958468522176,1.1891392537862948,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1315749922,174114,0.1,lsz6eonm,sunny-capybara-82,0.7493635870990681,111.034565614,0.5533707865168539,1.5077291670809971,0.9041059998537272,1763425558.3762064,111,1.5077291670809971,0.901717901274506,9,1.1126677329941552,0.4265346534653465,0.752917758623759,0.5533707865168539,1.1139476638265176,1.3962613430589732,0.4265346534653465,1.852230574069637,1.852230574069637,1.3735054399471471,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1315749922,174114,0.1,b04c0ojj,faithful-planet-83,,2.716310587,,,,1763425574.06647,2,,,0,2.375524392080779,0.040594059405940595,,,2.375524392080779,4.747712904675172,0.040594059405940595,4.028375234320612,4.028375234320612,4.747712904675172,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1315749922,174114,0.1,lsg42k4u,jumping-breeze-84,1.0883995172238246,29.375012036,0.2314410480349345,2.760341298632226,1.4864234639958005,1763425615.094994,29,2.760341298632226,1.4864234639958005,9,1.9211168121111275,0.04495049504950495,1.131880760192871,0.2314410480349345,1.936130612250602,2.005159962153671,0.06534653465346535,3.811023116158967,3.695042326898858,1.9854206736725155,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20PrepaidTravelCosts,512,5e-05,nep,1,256,lstm,44,sum,1366081570,50505762,0.1,iw170qvg,floral-lion-85,1.2294423720722114,35.841012836,0.10043668122270742,3.2712936401367188,1.4447705688434918,1763425663.3166294,35,3.2712936401367188,1.4447705688434918,9,1.1368256539165384,0.03445544554455446,1.281119140995642,0.10043668122270742,1.3003959789842665,1.431440373883389,0.08514851485148515,3.270223729350779,3.241464060037443,1.431440373883389,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20PrepaidTravelCosts,512,5e-05,nep,1,256,lstm,45,sum,1366081570,50505762,0.1,7ibs906w,dashing-valley-86,0.6518179079120079,133.506848474,0.8599250936329588,0.4291133051507928,0.6623312763730238,1763425808.9531906,133,0.4291133051507928,0.6623312763730238,9,0.9121419629012004,0.6855445544554456,0.6640996527582519,0.8599250936329588,1.0619176734320008,1.1810742735154558,0.7308910891089109,0.8958211656136088,0.811331571210729,0.9466855959372944,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1315749922,100878370,0.1,a7yg8zhh,sleek-jazz-87,0.6835192894221245,133.795294543,0.725936329588015,0.9421667175793024,0.6713855373055747,1763425956.329898,133,0.9421667175793024,0.6713855373055747,9,0.8920062026411,0.49623762376237623,0.6835192894221245,0.7273408239700374,0.9494868041501188,1.114756851101866,0.5211881188118812,1.684396073558543,1.5079186996611038,1.0127156522958585,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1315749922,100878370,0.1,k6hta6c4,hearty-vortex-88,0.6127767700046189,133.22585562,0.8232209737827715,0.5409178334675478,0.6397286106584671,1763426102.5902994,133,0.5409178334675478,0.6397286106584671,9,0.8831385099769818,0.5946534653465346,0.6127767700046189,0.8232209737827715,0.9000979238453478,1.1424228858003522,0.6003960396039604,1.383707192581479,1.2632719386450135,0.99370724602501,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1315749922,50526242,0.1,kbh8bu4p,expert-disco-89,0.6212635798512327,121.505734052,0.824625468164794,0.5487640652317233,0.6453888519091553,1763426237.698208,121,0.5487640652317233,0.6453888519091553,9,0.9013326593908934,0.6136633663366337,0.6212635798512327,0.824625468164794,1.061260253698519,1.009648164900223,0.6396039603960396,1.1330982940975982,1.1330982940975982,0.9926698058666568,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1315749922,50526242,0.1,g2flzwns,dutiful-blaze-90,0.6692955070332195,121.670911803,0.7432584269662922,0.8865633172488838,0.710820906238163,1763426372.412383,121,0.8865633172488838,0.710820906238163,9,0.9202904375472872,0.5310891089108911,0.6721930313869362,0.7432584269662922,0.9776769946825388,1.120782471175241,0.5506930693069307,1.7125453686478114,1.4808828576720587,1.120782471175241,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1315749922,174114,0.1,o6879edq,rare-flower-91,0.6740531611085384,110.943519656,0.6477528089887641,1.2681823094685871,0.7331198402558373,1763426495.9556584,110,1.2681823094685871,0.7331198402558373,9,1.0237786884119016,0.4883168316831683,0.6740531611085384,0.6477528089887641,1.028206138233147,1.1100902766048315,0.49346534653465346,1.6467803392315856,1.6467803392315856,1.1100902766048315,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1315749922,174114,0.1,zmmzy17p,fresh-moon-92,,2.715028665,,,,1763426511.3038418,2,,,0,6.191934717763768,0.008514851485148515,,,6.191934717763768,2.899688870269473,0.008514851485148515,4.073604101048838,4.073604101048838,2.899688870269473,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1315749922,174114,0.1,q18tpqov,exalted-haze-93,0.9694985026355394,29.185543418,0.1222707423580786,2.887139616054218,1.156981778327034,1763426552.3259468,29,2.887139616054218,1.1488715803258804,9,1.525087596024617,0.15128712871287128,0.9694985026355394,0.1222707423580786,1.525087596024617,1.5588950991866612,0.15128712871287128,3.2342972678005104,3.230805399299848,1.5588950991866612,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20PrepaidTravelCosts,512,5e-05,nep,1,256,lstm,45,sum,1366081570,50505762,0.1,q4q8hb0e,exalted-armadillo-94,0.9883823194358026,35.568451001,0.07423580786026202,3.253647999992537,1.0810760027977055,1763426600.1410203,35,3.253647999992537,1.0810760027977055,9,1.205694967024397,0.119009900990099,1.3562904768115047,0.07423580786026202,1.258206186011286,1.555867825309829,0.15386138613861386,3.1790108599521147,3.1790108599521147,1.53455276583681,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,41,sum,1366167607,50591799,0.1,zzdbtc0p,efficient-durian-140,0.5665003662005694,654.594911446,0.7184741123404912,0.9821255985123092,0.7764561043115068,1763522558.825933,654,0.9876142408665908,0.7617982045931062,9,0.8675158030753446,0.6824945970978697,0.5698810230725585,0.7194186360306873,1.1433333893328694,0.9821497487300486,0.7073170731707317,1.1373082652361388,1.0946995833215245,0.933925504852276,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,42,sum,1366167607,50591799,0.1,v390035t,divine-microwave-141,0.5556019420470097,651.84043038,0.7884074174023671,0.7133613993278782,0.7322520020335397,1763523226.5924366,651,0.7174308888918359,0.7313120501820577,9,0.8903724887408604,0.6496758258721828,0.5601117428847583,0.788484521377077,0.9153717362832862,1.0306545952434487,0.7298548934856437,1.0955598131010804,0.9542295706202196,0.8776712773279777,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,43,sum,1366167607,50591799,0.1,tvoddi4i,honest-sun-142,0.5378900060051092,651.408766492,0.7682061760283743,0.7617613886430198,0.7186263885102444,1763523893.788973,651,0.7617613886430198,0.7186263885102444,9,0.8584499510764781,0.651343007100957,0.5378900060051092,0.7682061760283743,0.9438240472900165,0.976697332323904,0.7369249768447051,1.1595089268485643,0.9066478573786472,0.932861085569612,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,44,sum,1366167607,50591799,0.1,yag65hb4,scarlet-cosmos-143,0.5327168222684951,645.180216829,0.7998573576467867,0.6408866098619306,0.7093234438127585,1763524554.8256507,645,0.6408866098619306,0.7093234438127585,9,0.8726676792228395,0.7123803643099722,0.5327168222684951,0.7998573576467867,0.9863103872613062,1.052821601721636,0.7632911392405063,0.8744022329341633,0.8080132623703695,0.8638982914744722,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,45,sum,1366167607,50591799,0.1,dhjjoo4q,firm-morning-144,0.5328196098131748,645.935700518,0.7841666987933228,0.7275030668186532,0.7187003606617361,1763525215.982565,645,0.7275030668186532,0.7176545542333106,9,0.8767308492504472,0.7381290521765977,0.5359328127876134,0.7841666987933228,0.9387518450521178,0.983162481220242,0.7381290521765977,0.9018026427892888,0.9018026427892888,0.9305692807286196,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,41,sum,1315835959,100964407,0.1,f1gsnx8e,peachy-plasma-145,0.5311491181402899,649.024607571,0.7616330621843556,0.8184916410501684,0.7043943831269773,1763525880.534747,649,0.8184916410501684,0.7043943831269773,9,0.976478624682472,0.6527631985180611,0.5311491181402899,0.7616330621843556,1.044075436134256,0.9909619677909622,0.6912627354121642,1.1500610971053318,1.1337229582364634,0.9041053935089536,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,42,sum,1315835959,100964407,0.1,evqg8kwt,whole-energy-146,0.532840875493032,643.608731167,0.7842438027680327,0.7516898521733058,0.7020289245597233,1763526539.2022204,643,0.7516898521733058,0.7020289245597233,9,1.0350823107969986,0.72182772460636,0.532840875493032,0.7842438027680327,1.1703896873782689,0.9562299264069876,0.7418338993516518,1.0309200801537264,0.9818843966393088,0.926229748250379,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,43,sum,1315835959,100964407,0.1,aupawja4,ruby-cosmos-147,0.5365011149610154,651.763171187,0.7584139712402175,0.8278602013826379,0.7110458204201098,1763527205.902279,651,0.8278602013826379,0.7110458204201098,9,0.904139517766158,0.6626736647113307,0.5365011149610154,0.7584139712402175,1.0639426074744964,1.0111776940503876,0.6690336523618401,1.2117386745206733,1.206047219455739,0.9185106221817644,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,44,sum,1315835959,100964407,0.1,dpr4hb7p,ethereal-capybara-148,0.5229631510892688,652.433733055,0.782913759204287,0.7392284093373191,0.6949647764981476,1763527873.4869766,652,0.7392284093373191,0.6949647764981476,9,0.9265205660363928,0.6608829885767212,0.5229631510892688,0.782913759204287,0.9688336115628344,1.0193501310534006,0.7,1.148541596481262,1.1105552176333902,0.9202538334833836,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,45,sum,1315835959,100964407,0.1,z1s9au17,earthy-paper-149,0.5313696250858908,652.787319004,0.7724468946374186,0.7705947684866685,0.6875980652685205,1763528541.602941,652,0.7705947684866685,0.6875980652685205,9,1.060382488812514,0.6410003087372645,0.5313696250858908,0.7724468946374186,1.3336671463241176,1.0672662717908132,0.6768138314294535,1.3036130850386494,1.1136497643598255,0.9212595563937426,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,41,sum,1315835959,100964407,0.1,8630jmou,lyric-smoke-150,0.450994978557138,651.136910444,0.8354986699564363,0.5004725921512031,0.6062454738964015,1763529207.8895156,651,0.5004725921512031,0.6062454738964015,9,0.9204311297240908,0.6396727384995369,0.450994978557138,0.8354986699564363,0.9974941417662292,1.0265012933060356,0.662056190182155,1.1587597636463982,1.1335640917003946,0.9818858367788016,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,42,sum,1315835959,100964407,0.1,5a8o8pdb,dry-wood-151,0.4876827154794128,650.714836471,0.8290990400555148,0.5412420559014005,0.6649837696477365,1763529873.996688,650,0.5412420559014005,0.6649837696477365,9,0.891638805440047,0.6375115776474221,0.4876827154794128,0.8290990400555148,0.9610596207786248,1.070188750084185,0.652639703612226,1.1426506699658945,1.0936106136236046,0.9645940968489052,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,43,sum,1315835959,100964407,0.1,vam2uy25,mild-river-152,0.5030881541150037,651.349381942,0.8206947068121362,0.5871240837801311,0.6754092034279204,1763530540.5610497,651,0.5871240837801311,0.6754092034279204,9,0.8315088895118763,0.6373572090151282,0.5030881541150037,0.8206947068121362,0.889253630024226,0.9425598469292834,0.6976227230626737,1.187133168276168,1.0249385274314116,0.8927367246014795,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,44,sum,1315835959,100964407,0.1,vn0xoeyk,fine-silence-153,0.4986851766945067,651.706977819,0.8243764216045337,0.5701672843070721,0.661589303533777,1763531207.6254487,651,0.5701672843070721,0.661589303533777,9,0.8549284343478046,0.6436863229391787,0.4986851766945067,0.8243764216045337,1.014915299894045,1.2905818199588768,0.6546464958320469,1.2955501748367977,1.149943095057347,1.0369798300478994,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,45,sum,1315835959,100964407,0.1,r3566sqq,rare-dew-154,0.5120123191789597,649.265129461,0.823817417787887,0.5846001046804755,0.6933157331220415,1763531872.0474946,649,0.5846001046804755,0.6774920772727644,9,0.9167296087789696,0.6506637851188638,0.5257621851665595,0.823817417787887,0.9709028123889156,0.9991977343628458,0.6913862303179994,1.1347752650308918,0.9886618260580584,0.9646623504275929,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,41,sum,1315835959,50612279,0.1,67xw5r0o,ethereal-river-155,0.4774887300529423,609.683491633,0.8270943367130575,0.5566789882672707,0.6437724204478688,1763532496.6509058,609,0.5566789882672707,0.6437724204478688,9,0.8851201907172914,0.6489657301636308,0.4774887300529423,0.8270943367130575,0.955017508088383,1.0311825095079827,0.6506946588453226,1.173124007848944,1.107148665180542,0.932062837848622,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,42,sum,1315835959,50612279,0.1,lx8hnpo3,glad-firebrand-156,0.5006632666951997,603.183602071,0.8028644126604726,0.6216986639754545,0.6732241642025204,1763533115.1979284,603,0.6216986639754545,0.6732241642025204,9,0.8540986942045112,0.6360605125038592,0.5006632666951997,0.8028644126604726,0.9107761648342396,1.0678491742568974,0.6740969435010806,1.2191376977292208,1.0507715683949144,0.9012390682895304,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,43,sum,1315835959,50612279,0.1,s5wv45r1,hopeful-star-157,0.49531867447224426,611.540089328,0.8188827634064536,0.5814153713619127,0.6710095571944945,1763533742.17541,611,0.5814153713619127,0.6710095571944945,9,0.7913463821305137,0.6385612843470206,0.49531867447224426,0.8188827634064536,0.9877501540730198,0.9421528495583648,0.6481321395492436,1.2115168893878274,1.147294360658717,0.902214114538642,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,44,sum,1315835959,50612279,0.1,szoxqymf,major-vortex-158,0.5010866030790447,608.807902979,0.8167045761208991,0.5911262371319566,0.669668044887322,1763534366.323483,608,0.5911262371319566,0.669668044887322,9,0.8783188521328367,0.6041062056190182,0.5010866030790447,0.8167045761208991,0.9198060995857448,0.9844741149094416,0.6971596171657919,1.4191277394731974,0.9657384178159264,0.9134592338637388,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,45,sum,1315835959,50612279,0.1,f49ygba9,expert-planet-159,0.49822364220563503,611.324066933,0.8269786807509927,0.5684416156868656,0.6654074757600732,1763534992.5444927,611,0.5684416156868656,0.6654074757600732,9,0.8248422327951429,0.6378511886384687,0.49822364220563503,0.8269786807509927,1.040905195402856,1.017743594030349,0.6523927138005557,1.3047716778492846,1.1492971132330851,0.9367937599151508,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,41,sum,1315835959,50612279,0.1,jiv5bxkt,peach-galaxy-160,0.5346018341853379,611.443315759,0.7487952503951578,0.8727737125496879,0.7206696978677527,1763535618.6855383,611,0.8727737125496879,0.7206696978677527,9,0.9592931073769702,0.6926520531028095,0.5346018341853379,0.7487952503951578,1.054496455980179,0.9174765323922752,0.6926520531028095,1.1304015580943132,1.1304015580943132,0.9174765323922752,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,42,sum,1315835959,50612279,0.1,dovvg27m,fluent-water-161,0.530992500792767,604.108634568,0.7795211843170515,0.7549786078515823,0.70240637263298,1763536237.5851452,604,0.7549786078515823,0.70240637263298,9,0.9394845235564894,0.6892868169188021,0.530992500792767,0.7795211843170515,1.2118443157541123,0.9713457557734754,0.691725841309046,1.0774932449119403,1.0774932449119403,0.9633331102734548,
