backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,strategy,total_params,trainable_params,weight_decay,id,name,_wandb.runtime,best_test_next_activity_acc,test_next_time_to_next_event_loss,best_test_next_activity_loss,train_next_remaining_time_loss,best_train_next_time_to_next_event_loss,train_next_activity_acc,best_train_next_activity_loss,best_train_next_remaining_time_loss,best_test_next_time_to_next_event_loss,test_next_remaining_time_loss,best_train_next_activity_acc,train_next_time_to_next_event_loss,_timestamp,test_next_activity_loss,best_test_next_remaining_time_loss,_runtime,train_next_activity_loss,test_next_activity_acc,_step
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI17,,0.001,nep,2,,lstm,sum,537502,537502,0.1,sqwvlorl,misty-cloud-41,155,0.8564883580550865,1.023585326071305,0.4176633709627919,0.5267922436089364,0.5696065328734147,0.8819484518043358,0.32343990359790015,0.5267922436089364,0.9519049378971,1.373706743398167,0.8819484518043358,0.5696065328734147,1762878236.623714,0.48729459807708175,1.0154654496613926,155.471041916,0.32343990359790015,0.8273512794948488,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI17,,0.0002,nep,2,,lstm,sum,537502,537502,0.1,3q0dsxz3,still-yogurt-42,155,0.851696610847729,1.1052804697835834,0.42944927490991097,0.5305867570813467,0.575552503204163,0.869626673318367,0.3605579530222355,0.5305867570813467,0.9066209238056652,2.188144002221519,0.869626673318367,0.575552503204163,1762878506.3437784,0.4483193636010085,1.0982802584172573,155.7410707,0.3605579530222355,0.8468472134616558,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,2,,lstm,sum,538530,538530,0.1,fm6yxbpt,winter-sky-43,12,0.7205940594059406,1.212879755567796,0.7385456641357724,0.5965374732285403,0.6134969965795453,0.8541198501872659,0.49679038765725125,0.5965374732285403,1.0704751905120244,1.0215041610037927,0.8541198501872659,0.6134969965795453,1762878557.2127297,0.7385456641357724,0.9554440211305524,12.090969958,0.49679038765725125,0.7205940594059406,9
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI20PrepaidTravelCosts,,0.0005,nep,2,,lstm,sum,1863458,1863458,0.1,3ijfu04h,proud-cosmos-44,17,0.7437623762376238,1.1859622908110663,0.8813544000493417,0.6215551258026437,0.6084546133373561,0.8595505617977528,0.4489150318760104,0.6215551258026437,1.0262216993841795,0.9821576541485172,0.8595505617977528,0.6084546133373561,1762878610.767006,0.8813544000493417,0.9164676762571428,17.668727428,0.4489150318760104,0.7437623762376238,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,4,,lstm,sum,935074,935074,0.1,ypz6lo06,magic-bird-45,14,0.7740594059405941,1.1585725610563071,0.647968463189531,0.6076018149486642,0.6025614754537518,0.8573970037453184,0.4873900095621745,0.6076018149486642,1.0600372527849555,1.186153505344202,0.8573970037453184,0.6084407858187786,1762878661.1491654,0.647968463189531,0.9911588340230508,14.758662741,0.4873900095621745,0.7740594059405941,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,2,,lstm,concat,535778,535778,0.1,oepqe969,dutiful-firefly-46,11,0.8055445544554456,1.316102572526082,0.6430968643887208,0.6161704167891084,0.6221702688195733,0.8639513108614232,0.4865274554334776,0.6161704167891084,1.0666070808750567,1.2609792146588317,0.8639513108614232,0.6221702688195733,1762878708.9566886,0.6544595610269226,0.985184755608587,11.857761453,0.4865274554334776,0.7825742574257426,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20PrepaidTravelCosts,,0.001,nep,2,,lstm,sum,538530,538530,0.1,46j2b54k,silver-deluge-47,14,0.7065346534653465,1.3352049089186262,0.7831755179697925,0.5856466288870193,0.5938579787922262,0.8630149812734083,0.4432242772105928,0.5856466288870193,1.068450367615955,1.2700788144782038,0.8630149812734083,0.5938579787922262,1762878759.4034514,0.8158638686944942,0.9914458144537291,14.429575831,0.4432242772105928,0.7065346534653465,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20PrepaidTravelCosts,,0.0002,nep,2,,lstm,sum,538530,538530,0.1,v09cqfv8,usual-thunder-48,12,0.6871287128712872,1.1265687079476838,0.9319085914309664,0.6407619688841287,0.6784065419815006,0.8077715355805244,0.6751708019985242,0.6407619688841287,1.1265687079476838,0.984388048908498,0.8077715355805244,0.6784065419815006,1762878808.4685926,0.9319085914309664,0.9803114866502214,12.271961773,0.6751708019985242,0.6871287128712872,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20TravelPermitData,,0.0005,nep,2,,lstm,sum,543927,543927,0.1,nbs5dqog,wandering-breeze-49,35,0.7157456004939796,0.8739213350489758,0.8549590649888927,0.4994928208582798,0.6591109602998863,0.8196923551409075,0.5857341396785186,0.4994928208582798,0.8357229738627072,0.8040141999261473,0.8196923551409075,0.6591109602998863,1762878889.7515411,0.8549590649888927,0.7575508894983652,35.817448903,0.5857341396785186,0.7157456004939796,9
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI20TravelPermitData,,0.0005,nep,2,,lstm,sum,1874231,1874231,0.1,n0zhxjar,eager-bee-50,53,0.7214572398888546,0.8818336655233112,0.8270306296612091,0.49417253898909735,0.656546888844473,0.830853155480165,0.5242519016148953,0.49417253898909735,0.8307825177420286,0.8024122103308041,0.830853155480165,0.6577311474483076,1762878988.628199,0.8270306296612091,0.7740021981512849,53.628240843,0.5242519016148953,0.71954306884841,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20TravelPermitData,,0.0005,nep,4,,lstm,sum,940471,940471,0.1,drys4liq,olive-sponge-51,45,0.7208706390861377,0.8240003366167069,0.7975414807283425,0.49096723144959503,0.6499339740155652,0.8231234820154979,0.5619114933479374,0.49096723144959503,0.8113036181316511,0.7965253930652756,0.8231234820154979,0.6499339740155652,1762879079.0432203,0.7975414807283425,0.7606751185502856,45.232951501,0.5619114933479374,0.7208706390861377,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20TravelPermitData,,0.0005,nep,2,,lstm,concat,539831,539831,0.1,u8lcdxwg,visionary-brook-52,36,0.7116393948749614,0.9057882409656662,0.8386664790700857,0.49180424557631475,0.6515259973811379,0.8221018543505918,0.5684972414740058,0.49180424557631475,0.8435969386582169,1.0515486867680304,0.8221018543505918,0.6515259973811379,1762879161.556716,0.8386664790700857,0.7749318962886254,36.91178604,0.5684972414740058,0.7116393948749614,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20TravelPermitData,,0.001,nep,2,,lstm,sum,543927,543927,0.1,n11ffb5g,pleasant-disco-53,36,0.7192034578573634,0.8566286692982951,0.8446951394759787,0.4922233264472638,0.6507657827327832,0.8249739774085354,0.5598733784987999,0.4922233264472638,0.8230201214763551,0.8107833610268499,0.8249739774085354,0.6507657827327832,1762879244.1019073,0.8446951394759787,0.7660151689793822,36.664555345,0.5598733784987999,0.7147885149737573,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20TravelPermitData,,0.0002,nep,2,,lstm,sum,543927,543927,0.1,i9s6mh16,quiet-shadow-54,35,0.6372954615622105,0.8534354814963416,1.037432891949344,0.5190423006375178,0.6841555571536789,0.8035776244265392,0.6708431457874838,0.5190423006375178,0.8534354814963416,0.8117821191997946,0.8035776244265392,0.6841555571536789,1762879325.3059509,1.037432891949344,0.7889398801543898,35.890855094,0.6708431457874838,0.6372954615622105,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20RequestForPayment,,0.0005,nep,2,,lstm,sum,535189,535189,0.1,tibvxj0t,magic-bush-55,33,0.895895469393552,0.7463462777036849,0.2710856435109634,0.5781340996048032,0.6894854995129799,0.8621609987085666,0.3949900398467873,0.5781340996048032,0.7246939032410648,0.6497626089944774,0.8621609987085666,0.6894854995129799,1762879399.5886848,0.2914471519956736,0.6422525524940702,33.475636504,0.3949900398467873,0.8937650901860531,9
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI20RequestForPayment,,0.0005,nep,2,,lstm,sum,1856789,1856789,0.1,br3awkf8,northern-snowflake-56,51,0.8944752165885528,0.760277614422844,0.26074624728655343,0.5802062955643665,0.6838016298789173,0.8673697804563065,0.34905820555898376,0.5802062955643665,0.7410109592692924,0.6670928968487265,0.8693069306930693,0.6838016298789173,1762879492.1255429,0.2622013463839908,0.6670928968487265,51.287710764,0.35114436730505116,0.8936230649055532,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20RequestForPayment,,0.0005,nep,4,,lstm,sum,931733,931733,0.1,hgcsww8y,unique-serenity-57,41,0.8966055957960517,0.7466336028038516,0.26540510133998735,0.5780908948329313,0.6841650057598481,0.8589324149806284,0.39172680198350857,0.5780908948329313,0.717071777141123,0.652883183463462,0.8601808006887646,0.6841650057598481,1762879573.7987192,0.2809467413872078,0.6483214300746455,41.131344508,0.39172680198350857,0.8929129385030535,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20RequestForPayment,,0.0005,nep,2,,lstm,concat,533269,533269,0.1,nuabltm6,fresh-serenity-58,32,0.8944752165885528,0.7450040705653351,0.2676424216248911,0.5762841088783109,0.6836022382351123,0.8611278519156264,0.3948538333139079,0.5762841088783109,0.7141188450994655,0.6557897523864564,0.8611278519156264,0.6836022382351123,1762879647.2101538,0.28706655433241945,0.6426525522304384,32.749618421,0.3955059416890401,0.8926288879420536,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20RequestForPayment,,0.001,nep,2,,lstm,sum,535189,535189,0.1,0nr9z50n,wild-thunder-59,33,0.8954693935520522,0.7503934851290065,0.2642440839918343,0.5757606039979157,0.6852668136550699,0.8584158415841584,0.3957481076375606,0.5757606039979157,0.7192992677811855,0.6562497564683396,0.8603099440378821,0.6852668136550699,1762879721.5984533,0.272291094686917,0.6413477911324075,33.492728681,0.3957481076375606,0.8934810396250532,9
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI20RequestForPayment,,0.0002,nep,2,,lstm,sum,535189,535189,0.1,6lhzqabo,bumbling-terrain-60,33,0.8947592671495527,0.7389075833615755,0.28760386752635303,0.5897246206006869,0.6968807585014642,0.8675419715884632,0.39926706183536576,0.5872726103790454,0.7315534561334932,0.6492189750162111,0.8675419715884632,0.6968807585014642,1762879795.185407,0.30352911240098623,0.6449044537364784,33.080776529,0.39926706183536576,0.8931969890640534,9
