backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,seed,strategy,total_params,trainable_params,weight_decay,id,name,best_train_next_activity_loss,best_test_next_remaining_time_loss,train_next_remaining_time_loss,best_test_next_activity_acc,test_next_activity_acc,train_next_activity_acc,best_train_next_time_to_next_event_loss,test_next_activity_loss,test_next_remaining_time_loss,test_next_time_to_next_event_loss,_wandb.runtime,train_next_time_to_next_event_loss,best_test_next_activity_loss,train_next_activity_loss,_timestamp,best_train_next_activity_acc,_step,_runtime,best_test_next_time_to_next_event_loss,best_train_next_remaining_time_loss,few_shot_k
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,lora,,5,2304,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,43,sum,2946902071,332560183,0.1,kenj6z7z,likely-grass-169,2.277478470410213,0.9977178469967348,1.3322694349035975,0.2045075640629824,0.12361840074096944,0.3395225464190981,0.7216248870370242,3.82024722639592,2.6680802125333085,1.9813021358055405,412,0.7216248870370242,3.282676834808378,2.277478470410213,1764184357.9407578,0.3687002652519894,9,412.767934782,1.1506323027662304,1.2271011204555118,8.0
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,lora,,5,2304,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,44,sum,2946902071,332560183,0.1,7wn8psr1,fast-oath-170,2.167486699253558,1.184510162532532,1.1562711509532575,0.1001852423587527,0.059740660697746216,0.376657824933687,1.155363628023183,3.9370132267272706,1.7302422987233346,1.522155487894386,469,1.2095240945841337,3.746103106431293,2.167486699253558,1764184897.8297932,0.376657824933687,9,469.530084158,1.2000952117345185,1.1395861255079112,8.0
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,lora,,5,2304,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,45,sum,2946902071,332560183,0.1,1pfc4apd,silver-rain-171,2.0225110597888736,1.022940696511382,1.3407477872441238,0.08518061129978388,0.03426983636924977,0.41644562334217505,1.3923574686050415,4.192066061897902,1.3216776214510102,1.4106767728027645,412,1.3923574686050415,3.6886790526137743,2.0225110597888736,1764185394.092939,0.41644562334217505,9,412.626730478,1.297912169548051,1.146908866948095,8.0
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,lora,,5,2304,BPI20PrepaidTravelCosts,512,5e-05,nep,1,256,lstm,41,sum,2946805282,332463394,0.1,48yw3hfo,fresh-butterfly-172,0.5702625960446476,0.8731958274085923,0.7708472821708029,0.6651485148514852,0.6306930693069307,0.8141385767790262,0.756731824537788,1.0509396794762942,2.101459924112452,1.0553255463590716,420,0.7702970025244723,1.0509396794762942,0.5954461176297191,1764186421.623336,0.82312734082397,9,420.867388167,1.0327706377577073,0.7211559097083767,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,lora,,5,2304,BPI20PrepaidTravelCosts,512,5e-05,nep,1,256,lstm,42,sum,2946805282,332463394,0.1,sxisxnwn,earthy-snowball-173,0.571693064925376,0.8502007994321313,0.7456355808379498,0.694059405940594,0.598019801980198,0.8169475655430711,0.7455896431140685,1.256402570800026,1.1511206694876794,1.7613253417817674,520,0.7593227455901742,1.026634844034025,0.571693064925376,1764187098.8761685,0.8169475655430711,9,520.98606188,1.0012255228628026,0.7441775856839583,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,lora,,5,2304,BPI20PrepaidTravelCosts,512,5e-05,nep,1,256,lstm,43,sum,2946805282,332463394,0.1,dr03rjcd,vague-silence-174,0.6192097400011641,0.8250138564157014,0.7995395459709096,0.6596039603960396,0.6455445544554456,0.8121722846441948,0.7846234785037094,1.0183373243501872,1.0866123356205402,1.007032420564406,480,0.7846234785037094,1.0183373243501872,0.6192097400011641,1764187727.7204876,0.8121722846441948,9,460.996501273,1.007032420564406,0.7995395459709096,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,lora,,5,2304,BPI20PrepaidTravelCosts,512,5e-05,nep,1,256,lstm,44,sum,2946805282,332463394,0.1,c4morbh6,fresh-dust-175,0.5518765673655249,0.8694954493022201,0.69241706075963,0.6332673267326733,0.5877227722772277,0.8195692883895132,0.7294026468353771,1.2335776180796103,0.9636156650580984,1.0130742751017656,485,0.7333628185902642,1.0052660916111258,0.5698302067620924,1764188410.6276531,0.8260299625468165,9,485.283200359,0.99109936260941,0.69241706075963,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,lora,,5,2304,BPI20PrepaidTravelCosts,512,5e-05,nep,1,256,lstm,45,sum,2946805282,332463394,0.1,i13f77vk,solar-resonance-176,0.5999528982666101,0.8664886283874512,0.7574143687437536,0.6837623762376238,0.618019801980198,0.8154494382022472,0.7581493401237195,1.077663839972845,0.8664886283874512,1.3361105926438133,489,0.7894925881637616,0.9776814095336612,0.5999528982666101,1764189069.681209,0.8154494382022472,9,489.74486638,1.046858787536621,0.7050009381793412,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"-1,-2",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,2614537762,156151330,0.1,orswrm6b,rose-wind-177,0.5500994468003176,0.9586604436553352,0.710277409589246,0.6435643564356436,0.6112871287128713,0.8258426966292135,0.6965673885765147,1.428566561595048,1.116831947175583,1.0967264519115485,291,0.7075814581207568,1.0284816320815888,0.5500994468003176,1764189505.8838398,0.8295880149812734,9,290.944385276,1.0967264519115485,0.6990447270289789,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"-1,-2",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,2614537762,156151330,0.1,f655gx07,dashing-plant-178,0.534293453613024,0.96016720224135,0.7181666101967351,0.6706930693069307,0.6366336633663366,0.8359550561797753,0.7007378177361542,1.0259445117723824,1.1704761691140655,1.2184515622582766,290,0.7007378177361542,1.0086297608366106,0.534293453613024,1764189963.4072716,0.8359550561797753,9,290.487544322,1.0461663975101887,0.7177240865172518,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"-1,-2",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,2614537762,156151330,0.1,r6ebwpai,dark-morning-179,0.5597415632969431,1.0133171998392236,0.7035743140995726,0.660990099009901,0.6182178217821782,0.8191011235955056,0.6967862844020687,1.2742746585430484,1.2130864688193443,1.184319443088947,311,0.6967862844020687,1.0282019288469069,0.5597415632969431,1764190419.185748,0.8205056179775281,9,311.822050406,1.045242049481609,0.7035743140995726,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"-1,-2",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,2614537762,156151330,0.1,4kkt4pf1,crimson-wildflower-180,0.5563302999578612,0.8918140974139223,0.6894731534442652,0.6613861386138614,0.5972277227722772,0.82312734082397,0.6880232954069916,1.5452067059809618,0.9058842912994988,1.035180261158707,322,0.6936722137954797,1.0035919684230692,0.5571034016680628,1764190892.9053974,0.82312734082397,9,322.332273193,1.0334653662691022,0.6894731534442652,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"-1,-2",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,2614537762,156151330,0.1,xfpmz1kp,polished-eon-181,0.552606359492527,0.9589813124779428,0.7117193652226237,0.6635643564356436,0.6196039603960396,0.8232209737827715,0.6819706506496958,1.3062394803113275,1.0323517625638754,1.0491527404407464,304,0.6819706506496958,0.9929553843488788,0.552606359492527,1764191338.7265196,0.8232209737827715,9,304.869430568,1.0153242695213545,0.7063038719280829,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"0,1",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,2614537762,156151330,0.1,8xw4pwur,glad-snowball-182,0.598614099320401,0.9640586529155768,0.6611109070786823,0.6158415841584158,0.6158415841584158,0.8117977528089888,0.6806684428163235,1.345688203018491,0.9963311023523312,1.2034261350348443,326,0.6806684428163235,1.277218953028764,0.598614099320401,1764191814.958797,0.8117977528089888,9,326.071292488,1.035189487438391,0.6611109070786823,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"0,1",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,2614537762,156151330,0.1,e5tk5trp,copper-deluge-183,0.5894553811362621,0.9295285522347628,0.6497957395815224,0.617029702970297,0.617029702970297,0.8150749063670412,0.674052415481221,1.2036386097067653,0.9295285522347628,1.0852145686952197,376,0.674052415481221,1.1818658206486463,0.5894553811362621,1764192334.9568713,0.8161985018726592,9,376.266008144,0.996451054185924,0.6497957395815224,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"0,1",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,2614537762,156151330,0.1,xc5wxhrr,graceful-moon-184,0.5949457521742203,0.9935268876104072,0.6533336938432094,0.6154455445544554,0.6154455445544554,0.8117041198501873,0.6774201332629843,1.2654040643484286,0.9970439393449538,1.1221150252842669,370,0.6774201332629843,1.1951495866492243,0.5949457521742203,1764192850.634149,0.8117041198501873,9,370.495127061,1.0619675602299152,0.6533336938432094,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"0,1",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,2614537762,156151330,0.1,pzu3xwzz,dainty-flower-185,0.6019237336148037,0.9695468473906564,0.6504765483937907,0.6162376237623762,0.6156435643564356,0.8101123595505618,0.6755440935883182,1.3512246033696844,0.9695468473906564,1.147526609968431,325,0.6755440935883182,1.1779380677478148,0.6019237336148037,1764193321.0886288,0.8101123595505618,9,324.886411029,1.0248618767993285,0.6504765483937907,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,"0,1",5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,2614537762,156151330,0.1,fqzlwiyz,unique-eon-186,0.5952171724387323,0.9737295756009544,0.6575354961978362,0.6186138613861386,0.6186138613861386,0.8128277153558052,0.6783077248026815,1.2750171105224308,0.9737295756009544,1.171368742650098,395,0.6783077248026815,1.2183927120548663,0.5952171724387323,1764193855.5893164,0.8148876404494382,9,395.48406357,1.04823126830677,0.6575354961978362,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,0,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,2614537762,78294562,0.1,8v96gbcx,fiery-pond-187,0.629116377223297,0.9498897083206932,0.6557332330205468,0.6156435643564356,0.6156435643564356,0.8088951310861423,0.6794657077793771,1.3205234793861311,0.9498897083206932,1.1653022659415069,316,0.6794657077793771,1.3205234793861311,0.629116377223297,1764194344.9980793,0.8088951310861423,9,316.463454467,1.063952156104664,0.6557332330205468,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,0,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,2614537762,78294562,0.1,hiwzjk0y,avid-dream-188,0.6232761889361264,0.9254492975933716,0.6524684595258048,0.6162376237623762,0.6162376237623762,0.8102059925093633,0.6712039456496971,1.291796732609815,0.9405850740942624,1.0761655123871152,351,0.6712039456496971,1.2409113371254197,0.6232761889361264,1764194849.8629632,0.8111423220973782,9,351.239937117,1.0544324230911708,0.6500459717565708,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,0,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,2614537762,78294562,0.1,zw95hm1a,glorious-snowflake-189,0.6262553192703019,0.9576968639675932,0.6551695097251777,0.6152475247524752,0.6152475247524752,0.8100187265917603,0.683384713854236,1.286425442648406,0.9576968639675932,1.1515061747673714,320,0.683384713854236,1.2761568004306,0.6262553192703019,1764195307.5562105,0.8100187265917603,9,305.750184688,1.0886467571541814,0.6551695097251777,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,0,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,2614537762,78294562,0.1,n86zvh2v,treasured-brook-190,0.6257226025120596,0.9467189586752712,0.6522714513183087,0.616039603960396,0.616039603960396,0.8102996254681648,0.6741467250197122,1.3175828799634877,0.9467189586752712,1.1467856312742328,287,0.6741467250197122,1.3175828799634877,0.6257226025120596,1764195770.0985053,0.8102996254681648,9,287.82871242,1.0549769311376138,0.6522714513183087,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,0,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,2614537762,78294562,0.1,m7uhz9i5,ancient-jazz-191,0.6247097923514549,0.95542579358167,0.6512097614758023,0.6162376237623762,0.6162376237623762,0.8083333333333333,0.6674634769279859,1.2684869152484557,0.9627075808119064,1.1121205421485525,350,0.6674634769279859,1.2494768394810138,0.6247097923514549,1764196264.3751478,0.8083333333333333,9,350.450289048,1.0633124589447929,0.6512097614758023,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,-1,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,2614537762,78294562,0.1,u8aqii7x,royal-shadow-192,0.5553745896182257,1.005725904974607,0.698292995950256,0.6542574257425743,0.623960396039604,0.8267790262172284,0.6898493395092782,1.1179743759230811,1.0174506463154709,1.060228759321836,268,0.6898493395092782,1.0025446659503596,0.5553745896182257,1764196654.7901323,0.8269662921348314,9,268.638500777,1.010395200701043,0.698292995950256,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,-1,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,2614537762,78294562,0.1,0tos8f8q,vague-spaceship-193,0.5476889594217365,0.9658629565663857,0.6936709979779265,0.6887128712871287,0.6192079207920792,0.8296816479400749,0.7003280029984449,1.2673736507113618,1.005096854219342,1.0624935005678988,298,0.708561025995217,1.0561002096327226,0.5476889594217365,1764197067.224346,0.8296816479400749,9,298.554947362,1.0107853471170558,0.6936709979779265,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,-1,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,2614537762,78294562,0.1,503v6ge6,eager-moon-194,0.5598113713193029,1.0243350909960152,0.6863364371914096,0.6289108910891089,0.6289108910891089,0.8249063670411985,0.6990572920117932,1.0142558249860707,1.0243350909960152,1.0326243363748682,362,0.7016668819756097,1.0142558249860707,0.5598113713193029,1764197538.187,0.8249063670411985,9,347.153376417,1.02430597428048,0.6863364371914096,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,-1,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,2614537762,78294562,0.1,he3y4pec,pleasant-bush-195,0.5659357874580984,0.9823499568146056,0.7006338571899393,0.6564356435643565,0.618019801980198,0.8226591760299625,0.6843410897121001,1.2463998722794032,1.056826660420635,1.377042088272548,268,0.6946312377738596,1.067216583572992,0.5659357874580984,1764197949.000425,0.8226591760299625,9,268.472556016,1.0654550766236712,0.7006338571899393,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,-1,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,2614537762,78294562,0.1,9qm8fctj,resilient-puddle-196,0.5802679795897409,0.9867242595936992,0.696528765213177,0.6548514851485149,0.6182178217821782,0.8164794007490637,0.6928846495874812,1.3015477351386948,1.0169143583278846,1.0719476586521262,282,0.6928846495874812,1.0376936261016545,0.5802679795897409,1764198350.3686087,0.8164794007490637,9,282.117995759,1.0200764608855295,0.696528765213177,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,2614537762,437794,0.1,ad7c5edb,serene-dust-197,0.676723998226923,0.9972509134878026,0.6637247010339958,0.6146534653465346,0.6146534653465346,0.8080524344569289,0.69997476832697,1.3136731120383385,1.0240587807645891,1.097293178303407,368,0.69997476832697,1.3136731120383385,0.676723998226923,1764198851.8178115,0.8080524344569289,9,354.336877793,1.0857769446325771,0.6637247010339958,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,2614537762,437794,0.1,ioq227cb,warm-frost-198,0.6776105735185888,0.9909921288726352,0.6625145872099123,0.6154455445544554,0.6154455445544554,0.8094569288389513,0.7012399555257197,1.3089755092280926,1.0062768433825804,1.1023765796245917,378,0.7012399555257197,1.3089755092280926,0.6776105735185888,1764199381.6880686,0.8094569288389513,9,363.043757147,1.0901101355033345,0.6625145872099123,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,2614537762,437794,0.1,56j2a698,good-flower-199,0.6790135205015261,0.9963936389790904,0.6627028071924989,0.6144554455445544,0.6144554455445544,0.8074906367041198,0.6992399062891578,1.2913414182757388,1.019428709993268,1.112605002091663,372,0.6992399062891578,1.2913414182757388,0.6790135205015261,1764199910.2630997,0.8074906367041198,9,357.981971524,1.1028451371428991,0.6627028071924989,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,2614537762,437794,0.1,76tqrx3z,whole-bird-200,0.6763447658845995,0.9924741577866054,0.6630918628769867,0.6154455445544554,0.6154455445544554,0.8101123595505618,0.699300938945138,1.3018266738287294,1.0215862893586112,1.1020703622138146,376,0.699300938945138,1.3018266738287294,0.6763447658845995,1764200441.7166512,0.8101123595505618,9,362.029847116,1.07918169215174,0.6630918628769867,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,10,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,2614537762,437794,0.1,6k1zeszv,misty-feather-201,0.6767071386401573,0.9977388204914508,0.6614976828352789,0.6162376237623762,0.6162376237623762,0.8083333333333333,0.6994551519552866,1.306774622851079,1.0149262144541975,1.104587869644165,363,0.6994551519552866,1.306774622851079,0.6767071386401573,1764200971.0710258,0.8083333333333333,9,363.555720213,1.0961071255183457,0.6614976828352789,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,0,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,2614537762,437794,0.1,6wk6cryw,bumbling-yogurt-202,,1.789583033193456,,0.031485148514851485,0.031485148514851485,,,4.110382963879274,1.789583033193456,2.809077696092058,30,,4.110382963879274,,1764201133.5203955,,0,13.030475629,2.809077696092058,,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,0,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,2614537762,437794,0.1,tmv24dgx,visionary-violet-203,,2.146891212085686,,0.06772277227722773,0.06772277227722773,,,4.155648365587291,2.146891212085686,1.859949326467986,29,,4.155648365587291,,1764201292.5215104,,0,11.234011866,1.859949326467986,,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,0,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,2614537762,437794,0.1,9x0dczqj,true-sky-204,,2.334459360708105,,0.02514851485148515,0.02514851485148515,,,3.826944920001644,2.334459360708105,2.0052637270181486,27,,3.826944920001644,,1764201452.7677004,,0,10.101361007,2.0052637270181486,,
gemma-2-2b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2304,0,freeze,,5,2304,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,2614537762,437794,0.1,y1jw395z,scarlet-wave-205,,6.751995305731745,,0.03920792079207921,0.03920792079207921,,,4.247055999453705,6.751995305731745,4.553449072507348,29,,4.247055999453705,,1764201624.3554766,,0,12.03865894,4.553449072507348,,
