backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,seed,strategy,total_params,trainable_params,weight_decay,id,name,train_next_activity_loss,test_next_time_to_next_event_loss,_step,train_next_remaining_time_loss,best_train_next_remaining_time_loss,train_next_time_to_next_event_loss,_wandb.runtime,best_train_next_time_to_next_event_loss,_timestamp,best_test_next_time_to_next_event_loss,best_test_next_activity_acc,test_next_remaining_time_loss,best_test_next_remaining_time_loss,_runtime,best_test_next_activity_loss,best_train_next_activity_acc,best_train_next_activity_loss,train_next_activity_acc,test_next_activity_acc,test_next_activity_loss
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI17,,0.0005,nep,1,,lstm,41,sum,354334,354334,0.01,kqtudncn,vague-morning-897,0.29055127616808635,0.9930462891260848,18,0.5120246534912454,0.5120246534912454,0.514562125489495,174,0.514562125489495,1764104898.3525877,0.7887977150274834,0.8676317984821047,1.3422322267012603,1.1861397540014418,174.697144386,0.3402607598173671,0.8907954614555063,0.29055127616808635,0.8907954614555063,0.8629451780712285,0.344131280027901
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI17,,0.0005,nep,1,,lstm,42,sum,354334,354334,0.01,tsm5wk8y,feasible-disco-898,0.28546891668743746,0.981078912174311,24,0.5087528454926465,0.5087528454926465,0.5056403308829112,225,0.5056403308829112,1764105147.1368115,0.7986252993566998,0.8682015178952938,1.4408336756892244,1.4408336756892244,225.379741009,0.34763142917720585,0.8915040661000312,0.28546891668743746,0.8915040661000312,0.8596896385672913,0.3559462932501523
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI17,,0.0005,nep,1,,lstm,43,sum,354334,354334,0.01,m1wvjfux,smart-durian-899,0.284088382524084,1.07693087869748,24,0.5089843246454223,0.5089843246454223,0.5037581358121398,231,0.5037581358121398,1764105402.4117908,0.8072766781956096,0.8684287274231727,1.5363968535805477,1.3006675206331209,231.962726131,0.35332854558749477,0.8923665533643829,0.284088382524084,0.8923665533643829,0.8578482240353769,0.3799667344427178
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI17,,0.0005,nep,1,,lstm,44,sum,354334,354334,0.01,1o1f7bpc,unique-frog-900,0.2875318223358257,0.9689723075819971,18,0.5121526243710319,0.5121526243710319,0.5163960932135511,175,0.5163960932135511,1764105601.1469502,0.7933059826817379,0.8682964711308252,1.4898271473413254,1.3829284415865128,175.182766756,0.3441186214455327,0.8911305284502903,0.2875318223358257,0.8911305284502903,0.8653224001464993,0.3484326378773835
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI17,,0.0005,nep,1,,lstm,45,sum,354334,354334,0.01,gxcajhud,stilted-rain-901,0.28582548867714846,0.9644989562794132,24,0.5086548194909823,0.5086548194909823,0.5092295272384672,223,0.5092295272384672,1764105847.7285972,0.7804589027662839,0.8734273370365095,1.6418364154454157,1.3184691071376908,223.6146915,0.33925022066228505,0.8914320887455961,0.28582548867714846,0.8914320887455961,0.8681235205946786,0.35790430084325175
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,41,sum,356898,356898,0.01,zj449g1y,eager-jazz-902,0.4166989901539091,1.2043138968590463,21,0.4876035618871339,0.4876035618871339,0.4603531340981244,10,0.4603531340981244,1764105866.7874544,1.1049774005625508,0.7423762376237624,1.183971884132612,0.9187432094611744,10.076568657,0.8430073655477844,0.875187265917603,0.4166989901539091,0.875187265917603,0.7174257425742574,0.8430073655477844
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,42,sum,356898,356898,0.01,ps8ohelw,trim-butterfly-903,0.3623978946985824,1.4705888842592143,24,0.4449926508499889,0.4449926508499889,0.4132806026087272,11,0.4132806026087272,1764105886.691166,1.083139329192662,0.7758415841584159,1.1400121866358388,0.9084860034980397,11.212817256,0.7419084488519347,0.8881086142322098,0.3623978946985824,0.8881086142322098,0.7758415841584159,0.7575422964001646
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,43,sum,356898,356898,0.01,wul5k14r,distinctive-wildflower-904,0.36328460554058634,1.2113557763618998,24,0.4868778587727065,0.4868778587727065,0.4068112994847673,11,0.4068112994847673,1764105906.7365885,1.089584908532624,0.7754455445544555,1.1298085720704334,0.91484066349445,11.559365863,0.682946203156273,0.8859550561797753,0.36328460554058634,0.8859550561797753,0.760990099009901,0.7273882769594098
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,44,sum,356898,356898,0.01,0c8otzy6,usual-galaxy-905,0.37497462904855106,1.1207279436659106,24,0.4533419580495313,0.4533419580495313,0.4120619494370307,11,0.4120619494370307,1764105926.6429064,1.0433338496708633,0.7730693069306931,1.0716660915034832,0.9182343086393752,11.396608454,0.6817910212809497,0.8840823970037454,0.37497462904855106,0.8840823970037454,0.7724752475247525,0.6833475829587125
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,45,sum,356898,356898,0.01,emtl617y,sunny-planet-906,0.3678142928005605,1.1861213582104977,24,0.4694251919507087,0.4694251919507087,0.4108178941051612,11,0.4108178941051612,1764105946.4826765,1.0788343370078814,0.7469306930693069,1.0691864965457727,0.9588528614233036,11.183417381,0.7298421731797775,0.8877340823970038,0.3678142928005605,0.8877340823970038,0.7362376237623762,0.7629157024326891
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,41,sum,370359,370359,0.01,2d1t3tpv,classic-cosmos-907,0.4746421992794863,0.9917524132253064,24,0.41438291868738314,0.41438291868738314,0.5705677702936212,42,0.5705677702936212,1764106000.2344778,0.8508122831923464,0.7289286816918802,0.9783180879862008,0.7509043326971154,42.776392119,0.9588370812826223,0.8453487027256255,0.4746421992794863,0.8453487027256255,0.7281568385304106,0.99361488740361
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,42,sum,370359,370359,0.01,qbgsyv6p,gallant-energy-908,0.4740354418180108,1.00793214416975,24,0.42115222700458665,0.42115222700458665,0.5695377089402887,42,0.5695377089402887,1764106053.4226148,0.868536375539838,0.7205619018215499,1.0406156211916626,0.7520663095057912,42.279614914,0.97772340883477,0.8474690620301476,0.4740354418180108,0.8474690620301476,0.7188947205927756,0.9911145277691682
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,43,sum,370359,370359,0.01,kj4b9s94,radiant-sun-909,0.4759359641736739,1.0117683078522075,24,0.4180595099114844,0.4180595099114844,0.5731449361764602,41,0.5731449361764602,1764106106.4663565,0.8591094485474575,0.7101883297313986,1.0307685489307108,0.7541703931120083,41.876007563,1.01638501771772,0.8464859863525965,0.4759359641736739,0.8464859863525965,0.7101883297313986,1.01638501771772
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,44,sum,370359,370359,0.01,k0zmyv5e,worthy-aardvark-910,0.48469150722189974,1.0302390399778578,24,0.4322993014780612,0.4322993014780612,0.5774770557496656,42,0.5774770557496656,1764106159.423715,0.8553822756770512,0.7300401358443964,0.9745976734544142,0.7898300305160706,42.108235079,1.0254152119546145,0.844674042946914,0.48469150722189974,0.844674042946914,0.7300401358443964,1.0402641727439266
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,45,sum,370359,370359,0.01,75xpnxa9,grateful-sun-911,0.4749194678714646,1.0417747057084132,24,0.4185163653151026,0.4185163653151026,0.5743558098270841,42,0.5743558098270841,1764106212.6999688,0.8675199566965083,0.7187712256869404,0.9712784911129496,0.7605376671993942,42.2998517,1.017634878367618,0.846832954238791,0.4749194678714646,0.846832954238791,0.7134300710095709,1.0706566693128423
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,41,sum,348565,348565,0.01,27a48nss,avid-haze-912,0.35879318247157543,0.8107850301368994,17,0.5350643652243908,0.5350643652243908,0.629538536482313,24,0.629538536482313,1764106247.0018742,0.7384594864608923,0.8949012924300526,0.7462667330576774,0.6364669921705963,24.483223815,0.28461979309480784,0.8777873439517865,0.35879318247157543,0.877399913904434,0.8250248544240875,0.4527510708154831
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,42,sum,348565,348565,0.01,anw7ndyn,rare-monkey-913,0.3653586530090148,0.8338145210126333,16,0.5377564644946962,0.5377564644946962,0.6309207848931919,23,0.6309207848931919,1764106280.4130623,0.7334204385131957,0.8957534441130521,0.7619816236004303,0.6523349954566907,23.401951006,0.29329815961948563,0.8776151528196298,0.3653586530090148,0.8776151528196298,0.7977560005681011,0.536119905051107
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,43,sum,348565,348565,0.01,dakwrlap,major-hill-914,0.3575289938504256,0.882263721584715,19,0.5226081110822502,0.5226081110822502,0.6104819507574245,27,0.6104819507574245,1764106318.0868073,0.7444252904852147,0.8926288879420536,0.7639359084233491,0.6536246092376037,27.702210148,0.2870791495786,0.8805424020662936,0.3575289938504256,0.8805424020662936,0.7876722056526062,0.5413292975710834
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,44,sum,348565,348565,0.01,0t3qmhm2,valiant-gorge-915,0.3629177753647186,0.8167203440786068,17,0.5365928576005926,0.5365928576005926,0.623924949012129,24,0.623924949012129,1764106352.628822,0.7325323063141073,0.8936230649055532,0.7533156559254327,0.6450379174840228,24.605266671,0.2949750888349319,0.876409814894533,0.3629177753647186,0.876409814894533,0.796051697202102,0.5115271499085504
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,45,sum,348565,348565,0.01,vvy35bpk,worldly-pond-916,0.3641957227597707,0.798047714114206,17,0.5387997947065573,0.5387997947065573,0.6336508668397861,24,0.6336508668397861,1764106387.7174666,0.7308153258926268,0.8937650901860531,0.714268310692073,0.6416408023853191,24.882706772,0.28525268772484447,0.875678002582867,0.3618296171230229,0.875678002582867,0.8030109359465984,0.49906053449633175
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,41,sum,817949,817949,0.01,mfeegcar,denim-sun-917,0.3370505828209015,1.4278478248139126,24,0.5743471569490881,0.5743471569490881,0.5672430160833953,68,0.5672430160833953,1764106469.0801344,1.269142171136304,0.7950564769802688,2.8561194856609315,2.259491577254454,68.808416463,0.5759874736032112,0.8592891293621221,0.33692977595284257,0.8592891293621221,0.6831927366313983,0.93192913895646
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,42,sum,817949,817949,0.01,g4kb05ae,dandy-voice-918,0.3392410536806894,1.3510551387441476,24,0.5826243971162348,0.5826243971162348,0.5766124801960838,67,0.5766124801960838,1764106551.4058297,1.2506952583193267,0.7701065198741779,2.269875765537104,2.1084560340290106,67.587368043,0.6280850288627282,0.8597995678287649,0.3392410536806894,0.8597995678287649,0.7645839290820704,0.6570449596069048
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,43,sum,817949,817949,0.01,exfjinle,summer-serenity-919,0.34735738226492513,1.3108526712695223,21,0.5963785793011926,0.5963785793011926,0.5918743999782765,61,0.5918743999782765,1764106625.1442184,1.242956958517266,0.7762367743780383,2.420368757969249,2.1420787796825556,61.005610124,0.6426055558858887,0.8562860497167066,0.34735738226492513,0.8562094839467103,0.7257470689162139,0.7195924745820951
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,44,sum,817949,817949,0.01,pjqd244z,helpful-valley-920,0.33868276723024704,1.3725924042929982,24,0.5800211783923518,0.5800211783923518,0.5691183275508879,70,0.5691183275508879,1764106708.203864,1.2069753231169122,0.8100693451529882,2.4343246096733946,2.1571597407502994,70.481123743,0.5454627080818637,0.8585915301243768,0.33868276723024704,0.8585915301243768,0.8100693451529882,0.5454627080818637
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,45,sum,817949,817949,0.01,k6huonhc,vivid-frog-921,0.33966360101412135,1.372999123566349,24,0.5796674984826355,0.5796674984826355,0.5661259694869359,69,0.5661259694869359,1764106790.7424588,1.2913669104282264,0.7777380611953103,2.4345146999858196,2.357152684436446,69.229222997,0.6495196985659819,0.8591615197454614,0.33966360101412135,0.8591615197454614,0.7552902487846725,0.7046815992458432
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,41,sum,818718,818718,0.01,s1a0vd5a,worldly-lion-922,0.2778870040877592,0.9641052701867292,24,0.5020513232812774,0.5020513232812774,0.4697792735476814,228,0.4697792735476814,1764107043.058128,0.7751713525965869,0.866027767039019,1.291915332737968,1.1390261784914577,228.909599599,0.34763992918820735,0.8946822385950021,0.2778870040877592,0.8946822385950021,0.8600219748916516,0.35887830484335553
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,42,sum,818718,818718,0.01,bjxne06l,expert-morning-923,0.27840809040209685,1.0231918299877552,22,0.5058394458579437,0.5058394458579437,0.4894046758144052,211,0.4894046758144052,1764107278.3838658,0.8820111021186149,0.8618532158626162,1.8008457723827085,1.3857665148785945,211.894091146,0.3550480304509251,0.894251615457261,0.27840809040209685,0.894251615457261,0.8504418716639198,0.39204934862252633
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,43,sum,818718,818718,0.01,nkfggwtp,helpful-moon-924,0.27874639832899467,0.9986730697641876,24,0.5026404023070318,0.5026404023070318,0.4789142678682061,229,0.4789142678682061,1764107531.5570283,0.7890308076976487,0.8733662956708107,1.4003189247014352,1.3279594498849592,229.93197695,0.3394945650606972,0.8941709511807389,0.27874639832899467,0.8941709511807389,0.8689340142836796,0.3477574415582904
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,44,sum,818718,818718,0.01,mj26v5o2,feasible-microwave-925,0.27792584643721235,1.020077090563781,24,0.5012853805048085,0.5012853805048085,0.4683848995445445,229,0.4683848995445445,1764107784.6180882,0.7777294953460396,0.870205709402405,1.6567197038210146,1.45062883903727,229.421134781,0.33747275672633326,0.8944936082868272,0.27792584643721235,0.8944936082868272,0.8594183436086299,0.36200372338090425
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,45,sum,818718,818718,0.01,n590ann1,wise-water-926,0.2784060575291706,1.0476842847093153,24,0.5017006091392654,0.5017006091392654,0.4714147789444463,229,0.4714147789444463,1764108037.4800432,0.7885904140274357,0.867787793083335,1.6093125855181851,1.388370367140169,229.434307656,0.352009608050715,0.8943744733553485,0.2784060575291706,0.8943744733553485,0.8624195440888219,0.36930429241015794
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,41,sum,821794,821794,0.01,f02sw7qi,lively-fog-927,0.3540024516287814,1.4227877611216933,22,0.4570137149385745,0.4570137149385745,0.39509388270896023,10,0.39509388270896023,1764108056.6675367,1.053173282831022,0.7598019801980198,1.2550227575018855,0.8618450533045401,10.477523694,0.803142511726606,0.8888576779026217,0.3540024516287814,0.8888576779026217,0.7598019801980198,0.803142511726606
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,42,sum,821794,821794,0.01,ahrefoyz,comfy-shadow-928,0.3833456068003222,1.2086294088269225,18,0.4982867780249663,0.4973293257116825,0.4510392631484328,8,0.4510392631484328,1764108073.9411094,1.1411898643191498,0.7536633663366337,1.2025303834971814,0.9019296965268578,8.658221581,0.834541536368946,0.8815543071161048,0.3833456068003222,0.8815543071161048,0.7536633663366337,0.834541536368946
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,43,sum,821794,821794,0.01,rplfeyad,honest-galaxy-929,0.3537753764163242,1.2009411499287823,20,0.46831816653633834,0.46831816653633834,0.3974503675203645,9,0.3974503675203645,1764108092.1287491,1.0555316124340095,0.7471287128712871,1.154492834110071,0.8605212305087855,9.558829294,0.7921628047452115,0.8897003745318353,0.3537753764163242,0.8897003745318353,0.7386138613861386,0.8193247133198351
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,44,sum,821794,821794,0.01,1kc4id3p,easy-cloud-930,0.34074054335833487,1.4523368956310914,23,0.4288272351807869,0.4288272351807869,0.422212313355578,10,0.40790701805429064,1764108111.7181497,1.083601729704602,0.7275247524752475,1.31659434894524,0.8790800574274347,10.931514677,0.8403961864792474,0.8936329588014982,0.34074054335833487,0.8936329588014982,0.7275247524752475,0.8403961864792474
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,45,sum,821794,821794,0.01,kzgfbfjp,honest-fog-931,0.3186927727545692,1.7759642432939888,22,0.4160875152559316,0.4160875152559316,0.3769042920530512,10,0.3769042920530512,1764108131.2161262,1.083743278862226,0.7841584158415842,1.4203451651393777,0.8564552191932603,10.674195937,0.682247696347756,0.8970973782771535,0.3186927727545692,0.8970973782771535,0.7841584158415842,0.682247696347756
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI20TravelPermitData,,0.0005,nep,1,,lstm,41,sum,837943,837943,0.01,8275owgi,polished-terrain-932,0.4337453340306638,1.14702346344795,24,0.3740094443451049,0.3740094443451049,0.49597490002496,42,0.49597490002496,1764108184.2891514,0.8693016544541079,0.711979005866008,0.993288110472163,0.753249409773645,42.194581924,1.0255821682634674,0.8529048922471953,0.4337453340306638,0.8529048922471953,0.7020685396727385,1.0807974249759402
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI20TravelPermitData,,0.0005,nep,1,,lstm,42,sum,837943,837943,0.01,a9sgqhkh,pretty-totem-933,0.4457102670827282,1.07715299864837,22,0.3893068979725749,0.3893068979725749,0.5142344803444113,39,0.5142344803444113,1764108234.8455472,0.8726662916399587,0.71497375733251,1.0297503632430347,0.7482183846841443,39.632059618,1.0006622700751582,0.8509001889047381,0.4457102670827282,0.8509001889047381,0.71497375733251,1.0359257348564974
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,512,25,,,5,256,BPI20TravelPermitData,,0.0005,nep,1,,lstm,43,sum,837943,837943,0.01,86qhhgpu,fast-sunset-934,0.43103903846148056,1.014346261184942,24,0.36848809955399414,0.36848809955399414,0.49166085625481615,42,0.49166085625481615,1764108288.5845895,0.8536723422798046,0.7138931769064526,0.9358893368265516,0.7578091554562226,42.832134934,1.0283785630096878,0.8545819036971356,0.43103903846148056,0.8545819036971356,0.7124421117628897,1.0754863751968804
