log,backbone,batch_size,embedding_size,epochs,freeze_layers,grad_clip,hidden_size,lr,n_layers,rnn_type,strategy,weight_decay,n_runs,mt_score_mean,mt_score_std,test_next_activity_acc_mean,test_next_activity_acc_std,test_next_activity_loss_mean,test_next_activity_loss_std,test_next_remaining_time_loss_mean,test_next_remaining_time_loss_std,test_next_time_to_next_event_loss_mean,test_next_time_to_next_event_loss_std,best_test_next_activity_acc_mean,best_test_next_activity_acc_std,best_test_next_activity_loss_mean,best_test_next_activity_loss_std,best_test_next_remaining_time_loss_mean,best_test_next_remaining_time_loss_std,best_test_next_time_to_next_event_loss_mean,best_test_next_time_to_next_event_loss_std,Dataset,Backbone_pretty,test_next_activity_acc_mean_std,test_next_activity_loss_mean_std,test_next_remaining_time_loss_mean_std,test_next_time_to_next_event_loss_mean_std,best_test_next_activity_acc_mean_std,best_test_next_activity_loss_mean_std,best_test_next_remaining_time_loss_mean_std,best_test_next_time_to_next_event_loss_mean_std,Runtime (h),Setting,lora_alpha,r,few_shot_k,_runtime_mean,_runtime_std
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2.13766800227357,0.0710594263005802,0.1866534653465346,0.0588682931104001,3.0182689506606297,0.1463970079711241,1.0947274110624106,0.0661231712597829,1.311351588976265,0.0935024730758769,0.1866534653465346,0.0588682931104001,3.0182689506606297,0.1463970079711241,1.0947274110624106,0.0661231712597829,1.311351588976265,0.0935024730758769,BPI20PTC,Gemma-2-2B,0.1867 ± 0.0589,3.0183 ± 0.1464,1.0947 ± 0.0661,1.3114 ± 0.0935,0.1867 ± 0.0589,3.0183 ± 0.1464,1.0947 ± 0.0661,1.3114 ± 0.0935,,FewShot-Freezing,,,8.0,199.9829931588,3.319556498174809
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,1.893399262630384,0.1047175055107007,0.0873663366336633,0.0421313363774577,3.5668619663502907,0.2322425713675151,1.5183356666187249,0.2120625988840964,3.096795728910087,1.6182645372006668,0.128039603960396,0.0357815261820958,3.2628749861764432,0.1907547775126742,1.1940642028657518,0.1465983476700558,1.4730110715733895,0.2046007923531445,BPI20PTC,Gemma-2-2B,0.0874 ± 0.0421,3.5669 ± 0.2322,1.5183 ± 0.2121,3.0968 ± 1.6183,0.128 ± 0.0358,3.2629 ± 0.1908,1.1941 ± 0.1466,1.473 ± 0.2046,,FewShot-LoRA,512.0,256.0,8.0,155.93329092940002,11.12146881034978
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2.632706765445778,0.0011245861497143,0.6152475247524752,0.0007139705495968,1.3045182672443956,0.008509455825496,1.0172553675906493,0.0069949924856064,1.1037865983755284,0.005601437391877,0.6152475247524752,0.0007139705495968,1.3045182672443956,0.008509455825496,0.9949699319235168,0.0030392584717499,1.0908042069897792,0.0091370522745276,BPI20PTC,Gemma-2-2B,0.6152 ± 0.0007,1.3045 ± 0.0085,1.0173 ± 0.007,1.1038 ± 0.0056,0.6152 ± 0.0007,1.3045 ± 0.0085,0.995 ± 0.003,1.0908 ± 0.0091,,Freezing,,,,360.1896347586,3.936733051351107
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,10.0,"-1,-2",5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2.629488283205011,0.0101552328495308,0.6165940594059406,0.0142872350640669,1.3160463836405536,0.1944063992092454,1.0877261277944734,0.1220068717190436,1.116766091771645,0.0814444448427996,0.6600396039603961,0.0100008822275282,1.012372134907411,0.0156381357968474,0.9565880511255548,0.0431181348930536,1.0473849069387604,0.0302584812394619,BPI20PTC,Gemma-2-2B,0.6166 ± 0.0143,1.316 ± 0.1944,1.0877 ± 0.122,1.1168 ± 0.0814,0.66 ± 0.01,1.0124 ± 0.0156,0.9566 ± 0.0431,1.0474 ± 0.0303,,"Freezing-[-1, -2]",,,,304.09113675300006,13.702250063603302
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,10.0,-1,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2.6384270035251856,0.0132288012673935,0.6216633663366337,0.004716447598897,1.1895102918077225,0.1200864596202851,1.0241247220558694,0.0195451618974279,1.1208672686378556,0.143953123586419,0.6566336633663367,0.0212514091288499,1.03556218204876,0.0272601906965013,0.9929996337890624,0.022544755755478,1.0262036119215558,0.0227455998194982,BPI20PTC,Gemma-2-2B,0.6217 ± 0.0047,1.1895 ± 0.1201,1.0241 ± 0.0195,1.1209 ± 0.144,0.6566 ± 0.0213,1.0356 ± 0.0273,0.993 ± 0.0225,1.0262 ± 0.0227,,Freezing-[-1],,,,292.9874752662,32.699162842084846
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,10.0,"0,1",5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2.633972923745929,0.004444653248295,0.6165148514851485,0.0013254020222322,1.2881945181931598,0.0614838717703337,0.9732360033847318,0.0274972552381024,1.145930216326572,0.0453017686022211,0.6166336633663366,0.0012523871921458,1.2101130280258632,0.0407087082497488,0.9660781031504716,0.023259196229575,1.0333402493920656,0.0248866458982273,BPI20PTC,Gemma-2-2B,0.6165 ± 0.0013,1.2882 ± 0.0615,0.9732 ± 0.0275,1.1459 ± 0.0453,0.6166 ± 0.0013,1.2101 ± 0.0407,0.9661 ± 0.0233,1.0333 ± 0.0249,,"Freezing-[0, 1]",,,,358.6405804584,31.657268899953174
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,10.0,0,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2.635432587871961,0.0027817147782571,0.6158811881188119,0.0004292967007659,1.2969630899712592,0.0219595848949532,0.9515196371739452,0.0087834512801662,1.130376025303756,0.0360820005177869,0.6158811881188119,0.0004292967007659,1.2809302672773306,0.0371640126271114,0.9470361244277198,0.0128284112809679,1.0650641452864846,0.0139214754391021,BPI20PTC,Gemma-2-2B,0.6159 ± 0.0004,1.297 ± 0.022,0.9515 ± 0.0088,1.1304 ± 0.0361,0.6159 ± 0.0004,1.2809 ± 0.0372,0.947 ± 0.0128,1.0651 ± 0.0139,,Freezing-[0],,,,322.346515548,27.956122913344004
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2.670771799766028,0.0198272020362074,0.6742178217821783,0.0232158267208453,0.8817651852333901,0.0594997207438154,1.199307744875993,0.1119654706068982,1.3889660756706013,0.1937316307485358,0.6909702970297029,0.0141861529871507,0.8470020443944648,0.0421250163557304,1.0138090913791469,0.1121197292852344,1.0743805391764876,0.0634256193592293,BPI20PTC,Gemma-2-2B,0.6742 ± 0.0232,0.8818 ± 0.0595,1.1993 ± 0.112,1.389 ± 0.1937,0.691 ± 0.0142,0.847 ± 0.0421,1.0138 ± 0.1121,1.0744 ± 0.0634,,LoRA,128.0,64.0,,262.65445776100006,2.4999440269728344
BPI20PrepaidTravelCosts,gemma-2-2b,8.0,2304.0,0.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,1.7768294370611586,0.1808105609664237,0.0363960396039603,0.0191257812976122,4.077267523132929,0.1578673306433008,2.962176955345833,2.131619984070834,2.7624600552096226,1.0757944770687833,0.0363960396039603,0.0191257812976122,4.077267523132929,0.1578673306433008,2.962176955345833,2.131619984070834,2.7624600552096226,1.0757944770687833,BPI20PTC,Gemma-2-2B,0.0364 ± 0.0191,4.0773 ± 0.1579,2.9622 ± 2.1316,2.7625 ± 1.0758,0.0364 ± 0.0191,4.0773 ± 0.1579,2.9622 ± 2.1316,2.7625 ± 1.0758,,ZeroShot,,,,11.816931229,1.1779191150487645
